n,T,p,Tn,sv_sigma,sv_rho,lam,target_radius,seed,path,status,phase1_assembly_time,phase2_factor_time,phase3_solve_time,total_time,iters,hit_maxiter,relative_residual,L_factor_nnz,bandwidth_u,banded_ab_bytes,banded_factor_bytes,H_B_nnz,Kbar_nnz_estimate,Kbar_csr_bytes_estimate,M_m_nnz,skip_direct,banded_total_bytes_estimate,skip_banded
5,5000,2,25000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.043997042026603594,0.0075547499873209745,0.0006128340028226376,0.052164626016747206,0,0,6.039742363095368e-12,336580,-1,-1,-1,274925,625000,10000000.0,8325,0,6000000,0
5,5000,2,25000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.04555124999023974,0.00762595800915733,2.6453173749905545,2.6984945829899516,2767,0,9.347129896895145e-09,336580,-1,-1,-1,274925,625000,10000000.0,8325,0,6000000,0
5,5000,2,25000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.0363311670080293,0.0025156670017167926,4.3212179169931915,4.3600647510029376,2767,0,9.830922159340664e-09,-1,20,4200000,4200000,274925,625000,10000000.0,8325,0,6000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.1636427920020651,0.05172704200958833,0.001099709013942629,0.21646954302559607,0,0,5.652042463911195e-13,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.16722983299405314,0.05056912498548627,0.0783600419817958,0.2961589999613352,25,0,9.42409082950493e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.23477145802462474,0.013752124999882653,0.07321745797526091,0.3217410409997683,25,0,9.424100685051382e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.16078133299015462,0.054921167000429705,0.0012252089800313115,0.21692770897061564,0,0,4.4006095751483e-13,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.1611197500023991,0.05066187502234243,0.07869204098824412,0.29047366601298563,27,0,8.806352130774746e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.2378138340136502,0.013511333003407344,0.08607887499965727,0.3374040420167148,27,0,8.806356504142486e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.1579960839881096,0.04997399999410845,0.0011493339843582362,0.2091194179665763,0,0,4.683310529871136e-13,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.1571237499883864,0.05056712499936111,0.08408020797651261,0.29177108296426013,29,0,8.986741496606457e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.23381912498734891,0.013448582991259173,0.09609812498092651,0.3433658329595346,29,0,8.986741167348705e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.158303625008557,0.05046066700015217,0.001793915987946093,0.21055820799665526,0,0,1.130454857827646e-12,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.15742775000398979,0.051968375017168,0.592785416985862,0.8021815420070197,202,0,9.633008762138971e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.23424449999583885,0.013308042020071298,0.6470788749866188,0.8946314170025289,202,0,9.70499254865849e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.1590534159913659,0.05212279100669548,0.001299124996876344,0.21247533199493773,0,0,7.279105306710915e-13,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.15700125001603737,0.04989083300461061,0.7496638750017155,0.9565559580223635,248,0,9.70877175886222e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.2399150830169674,0.013149666978279129,0.8216450840118341,1.0747098340070806,249,0,9.69519513086106e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.16523716601659544,0.05364625001675449,0.001177832979010418,0.22006124901236035,0,0,8.786789078866856e-13,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.15556395801831968,0.049825916008558124,0.8552584160061087,1.0606482900329866,292,0,9.550969919455454e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.23057991699897684,0.013262916007079184,0.920343125006184,1.16418595801224,292,0,9.363025584066955e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,0.154360791988438,0.04935229098191485,0.0018877080001402646,0.2056007909704931,0,0,4.5619155622097956e-12,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.1569477909943089,0.05099570800666697,4.3544512079970445,4.56239470699802,1474,0,9.927472557411149e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.23501487501198426,0.013463750015944242,4.753480250015855,5.001958875043783,1475,0,9.135517581292434e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,0.15899483300745487,0.05041083399555646,0.0010748749773483723,0.2104805419803597,0,0,2.582309719997032e-12,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.16014254197943956,0.05200933400192298,5.984080124995671,6.196232000977034,1995,0,9.626808941524026e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.23781254098867066,0.013996583002153784,6.61087883298751,6.862687956978334,2001,0,9.954937728409036e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.16158679200452752,0.052079166984185576,0.0012997500016354024,0.2149657089903485,0,0,2.601952663066771e-12,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.16114545799791813,0.05255762502201833,7.9347632080025505,8.148466291022487,2737,0,9.522914861357394e-09,1697750,-1,-1,-1,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,12,25000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.23872345802374184,0.013317957986146212,8.417438499978743,8.669479915988632,2734,0,8.872032093655603e-09,-1,64,13000000,13000000,1523050,3125000,50000000.0,8325,0,26000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.4549604580097366,0.15213495801435784,0.0024715410254430026,0.6095669570495375,0,0,4.4536316031688794e-13,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.43478400001185946,0.14393379099783488,0.15325099998153746,0.7319687909912318,26,0,5.264120882899113e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.6360797080269549,0.10205404099542648,0.15092116699088365,0.889054916013265,26,0,5.2641238475434884e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.43763591698370874,0.14731379100703634,0.0022701249981764704,0.5872198329889216,0,0,8.338538704641711e-13,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.43245637498330325,0.14982087499811314,0.16139225001097657,0.743669499992393,28,0,7.067387741884108e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.6414034999907017,0.09649504098342732,0.16382279101526365,0.9017213319893926,28,0,7.067381923680266e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.4329392910003662,0.14708699999027885,0.0024712500162422657,0.5824975410068873,0,0,3.9357430138255633e-13,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.4423942500143312,0.14640962501289323,0.1733974999806378,0.7622013750078622,30,0,6.0309830301768366e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6441367090155836,0.09648645800189115,0.1730663329944946,0.9136895000119694,30,0,6.030983742862421e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.4350480840075761,0.14583058300195262,0.0021748330036643893,0.5830535000131931,0,0,9.039108439459197e-13,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.43673399998806417,0.14585274999262765,1.2043400000256952,1.786926750006387,207,0,9.657246372247423e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.648653666023165,0.09585225000046194,1.2383013330108952,1.982807249034522,207,0,9.657236912389583e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.4349461249948945,0.14686199999414384,0.0030759170185774565,0.5848840420076158,0,0,1.324948045601654e-12,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.433866167004453,0.14767087501240894,1.4299139579816256,2.0114509999984875,245,0,9.084632638266373e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.639685375004774,0.09585599999991246,1.4602512499841396,2.195792624988826,244,0,9.990309536307185e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.440070333017502,0.14593708398751915,0.002210750011727214,0.5882181670167483,0,0,7.394502587842754e-13,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.4352412089938298,0.14461179199861363,1.7341873339901213,2.3140403349825647,300,0,9.524274342305714e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6423859590140637,0.09497158401063643,1.8541711249854416,2.5915286680101417,301,0,9.287324237221931e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,0.4332274999760557,0.14787862499360926,0.0021755420020781457,0.5832816669717431,0,0,4.222184708866817e-12,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.4340342080104165,0.14781804199446924,9.19133333399077,9.773185583995655,1554,0,9.965639666079865e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.6451755829912145,0.0987748330226168,9.073857917013811,9.817808333027642,1556,0,9.986716064625346e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,0.43543683300958946,0.14693483299924992,0.0022787089983467013,0.5846503750071861,0,0,4.658233811851367e-12,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.43366979199345224,0.14507108301040716,11.109012708009686,11.687753583013546,1985,0,9.85602977794601e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.6392230000055861,0.0965196670149453,11.373088541004108,12.10883120802464,1994,0,9.691488307432046e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.42983958398690447,0.14474508300190791,0.002546584000810981,0.5771312509896234,0,0,2.649018363745898e-12,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.43728745900443755,0.14759887498803437,15.440658667008393,16.025545001000864,2751,0,9.817118015477331e-09,3378425,-1,-1,-1,3017500,6125000,98000000.0,8325,0,50000000,0
5,5000,24,25000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.6302017499983776,0.09611745798611082,16.012591083999723,16.73891029198421,2753,0,9.909719455778593e-09,-1,124,25000000,25000000,3017500,6125000,98000000.0,8325,0,50000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.08787262497935444,0.015422416996443644,0.0006270419980864972,0.10392208397388458,0,0,8.209093182770612e-13,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.08710733300540596,0.01534579202416353,0.06159599998500198,0.16404912501457147,33,0,5.83691213805523e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.07087179101654328,0.004779334005434066,0.09914416700485162,0.17479529202682897,33,0,5.836913647919477e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.08498137499555014,0.016027667006710544,0.0012728330038953573,0.10228187500615604,0,0,2.061584921848847e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.0880594999762252,0.015034042007755488,0.05723162498907186,0.16032516697305255,32,0,9.672296981482451e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.07061895800870843,0.004792166990227997,0.0945893750176765,0.17000050001661293,32,0,9.672309300442689e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.08656433300347999,0.015717500005848706,0.000592166994465515,0.10287400000379421,0,0,6.577833712237694e-13,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.0901697920053266,0.015392208995763212,0.056571041990537196,0.162133042991627,30,0,7.333553875717615e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.07156974999816157,0.004777541995281354,0.09297683299519122,0.16932412498863414,30,0,7.333554873121747e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.08460654199006967,0.015036791010061279,0.0006920419982634485,0.1003353749983944,0,0,1.4512366100157955e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.08791008300613612,0.015575707977404818,0.6685936660214793,0.7720794570050202,378,0,9.70690209521371e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.07066729199141264,0.004794000007677823,1.1433508339978289,1.2188121259969193,378,0,8.614861524689983e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.08617704099742696,0.014987333008321002,0.0010138330108020455,0.10217820701655,0,0,3.6263119191347943e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.08415850001620129,0.015683417004765943,0.6748804170056246,0.7747223340265919,385,0,9.391373931128123e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.07226245899801143,0.004953709023538977,1.1576251670194324,1.2348413350409828,385,0,9.249907074172409e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.08431437500985339,0.015644708997569978,0.000611374998698011,0.10057045900612138,0,0,1.2337786342748184e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.08549241698347032,0.014624708011979237,0.5412320000177715,0.641349125013221,313,0,9.998011777257682e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.3,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.07216183299897239,0.004979209013981745,0.9714381670055445,1.0485792090184987,313,0,9.796607752806912e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,0,direct_cholmod,ok,0.08568987500621006,0.015060334000736475,0.00117816700367257,0.1019283760106191,0,0,4.68105597518576e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.08756037501734681,0.016165709006600082,7.354656083014561,7.458382167038508,4067,0,9.971428862754747e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.06991937500424683,0.004779625014634803,12.272657374996925,12.347356375015806,4076,0,9.914151569307572e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,1,direct_cholmod,ok,0.08300749998306856,0.015087500010849908,0.0006592079880647361,0.0987542079819832,0,0,2.1040432253099832e-11,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.08661745800054632,0.015224084025248885,7.391410417010775,7.49325195903657,4061,0,9.815355379894884e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.07247125002322719,0.004785041004652157,13.098751165991416,13.176007457019296,4065,0,9.939303149793632e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,7,direct_cholmod,ok,0.08562541697756387,0.01447545801056549,0.0006294999911915511,0.10073037497932091,0,0,5.291209758793175e-12,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.08802970798569731,0.01604441599920392,5.432513540989021,5.536587664973922,3046,0,9.622149061402647e-09,673249,-1,-1,-1,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,2,50000,0.5,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.07018191699171439,0.004873415979091078,9.095034541998757,9.170089874969563,3051,0,9.95134565780627e-09,-1,20,8400000,8400000,549925,1250000,20000000.0,16660,0,12000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,0,direct_cholmod,ok,0.32346987500204705,0.09564750001300126,0.0025173749891109765,0.4216347500041593,0,0,5.527412487230022e-13,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.3137601249909494,0.09796245797770098,0.16849337497842498,0.5802159579470754,32,0,5.4155049907336925e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.4674779170018155,0.026973916013957933,0.17367008398286998,0.6681219169986434,32,0,5.4155162476540165e-09,-1,64,26000000,26000000,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,1,direct_cholmod,ok,0.3079847499902826,0.09563783300109208,0.0021258339984342456,0.4057484169898089,0,0,4.396412531054913e-13,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.3109517080010846,0.09501541600911878,0.166889916989021,0.5728570409992244,31,0,9.730112000863416e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.47037745799752884,0.025988750014221296,0.17572787500103004,0.6720940830127802,31,0,9.730115770291648e-09,-1,64,26000000,26000000,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,7,direct_cholmod,ok,0.3171426669869106,0.09505412497674115,0.002457458002027124,0.4146542499656789,0,0,4.829626224536292e-13,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.31142504201852717,0.09586724999826401,0.15846454098937102,0.5657568330061622,30,0,5.5713992505146525e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.1,0.95,10000.0,0.9,7,pcg_banded_time_avg_precision_chol,ok,0.46852408300037496,0.025594749982701614,0.16141775000141934,0.6555365829844959,30,0,5.571403017018939e-09,-1,64,26000000,26000000,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,0,direct_cholmod,ok,0.3129481250070967,0.09588966600131243,0.002799625013722107,0.4116374160221312,0,0,1.1147520058225736e-12,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,0,pcg_time_avg_chol_explicit_avgK,ok,0.31619250000221655,0.09612204198492691,1.8739333330013324,2.286247874988476,361,0,9.54121251150068e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,0,pcg_banded_time_avg_precision_chol,ok,0.4631814169988502,0.026556207973044366,1.9867678330047056,2.4765054579766,360,0,9.380814667079625e-09,-1,64,26000000,26000000,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,1,direct_cholmod,ok,0.3106498749984894,0.09667370800161734,0.0021458329865708947,0.40946941598667763,0,0,8.946864422098178e-13,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,1,pcg_time_avg_chol_explicit_avgK,ok,0.30895262499689125,0.1307441669923719,1.8685589579981752,2.3082557499874383,357,0,9.236373004939751e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,1,pcg_banded_time_avg_precision_chol,ok,0.463698082981864,0.02627437500632368,2.0441685839905404,2.534141041978728,358,0,9.342627537042488e-09,-1,64,26000000,26000000,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,7,direct_cholmod,ok,0.3106624170031864,0.0959279999951832,0.0020711669931188226,0.40866158399148844,0,0,9.115441309000605e-13,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
5,10000,12,50000,0.3,0.95,10000.0,0.9,7,pcg_time_avg_chol_explicit_avgK,ok,0.3138984170218464,0.09473616600735113,1.6077010000008158,2.0163355830300134,309,0,9.70403514783711e-09,3397750,-1,-1,-1,3048050,6250000,100000000.0,16660,0,52000000,0
