axis,axis_value,n,T,p,sv_sigma,sv_rho,lam,target_radius,seed,preconditioner,iters,status,hit_maxiter,relative_residual,setup_time,solve_time,matvec_time_mean,cond_proxy
sv_sigma,0.1,5,480,2,0.1,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,6.370693123689746e-13,0.0006795829976908863,2.8999987989664078e-05,5.137501284480095e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,none,3187,0,0,9.564237089832547e-09,3.3300602808594704e-07,0.1625123749836348,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,jacobi,2128,0,0,8.43175599558946e-09,4.945899127051234e-05,0.10971895899274386,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,block_jacobi,2035,0,0,9.261526146013419e-09,0.010199459007708356,0.14429470800678246,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_lu,151,0,0,7.326318795350968e-09,0.005250291986158118,0.02216533399769105,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_chol,150,0,0,9.34611029650272e-09,0.004667708009947091,0.011937165982089937,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,direct_splu,0,0,0,8.485091179289236e-13,0.0016080829955171794,0.00010633398778736591,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,1.0148559588640863e-12,0.0006814580119680613,3.125000512227416e-05,4.5541994040831923e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,none,2573,0,0,8.317015725993338e-09,8.300412446260452e-08,0.13204237501486205,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,jacobi,2609,0,0,9.377345788738357e-09,4.629199975170195e-05,0.13841237500309944,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,block_jacobi,2596,0,0,9.18760374687606e-09,0.010705833992687985,0.18801608399371617,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_lu,116,0,0,7.964553430658434e-09,0.005465125024784356,0.017127208993770182,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_chol,116,0,0,7.692300409613758e-09,0.004736999981105328,0.009190084005240351,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,direct_splu,0,0,0,1.7729637275713841e-12,0.0015733340114820749,9.975000284612179e-05,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,2.2674379510735677e-12,0.0006943340122234076,2.641702303662896e-05,4.824998904950917e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,none,1724,0,0,9.577678933268433e-09,2.0899460650980473e-07,0.08974549997947179,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,jacobi,2414,0,0,9.463054218667879e-09,5.758402403444052e-05,0.12538991699693725,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,block_jacobi,2414,0,0,7.149109107213198e-09,0.010501957993255928,0.17335437500150874,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_lu,138,0,0,8.551437840389185e-09,0.005363208008930087,0.020328374987002462,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_chol,136,0,0,9.76225087545071e-09,0.004795749991899356,0.010707707988331094,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,direct_splu,0,0,0,1.446818554653124e-12,0.0017267910006921738,9.729102021083236e-05,4.620800609700382e-05,nan
sv_sigma,0.3,5,480,2,0.3,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,1.5913211086265775e-12,0.0009024170285556465,2.8000009479001164e-05,4.620800609700382e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,none,8786,0,0,8.259748851208209e-09,3.329769242554903e-07,0.44581312499940395,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,jacobi,5028,0,0,8.877712864834193e-09,5.441700341179967e-05,0.2573011670028791,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,block_jacobi,4617,0,0,9.187414337305478e-09,0.010698291996959597,0.33008179199532606,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,time_averaged_lu,785,0,0,9.992237410409559e-09,0.005356333975214511,0.12190441699931398,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,time_averaged_chol,781,0,0,9.671126772041113e-09,0.004920916981063783,0.061138249991927296,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,direct_splu,0,0,0,2.5596621640756563e-12,0.002172500011511147,0.00010575001942925155,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,2.9188555366415467e-12,0.0006762080010958016,3.083300543949008e-05,4.712500958703458e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,none,7208,0,0,9.86739944200104e-09,4.169996827840805e-07,0.37255487497895956,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,jacobi,5939,0,0,9.337096039793742e-09,6.308400770649314e-05,0.3120126669819001,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,block_jacobi,5846,0,0,8.810721260659658e-09,0.010785124992253259,0.41962375000002794,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,time_averaged_lu,580,0,0,8.31282400557313e-09,0.005198541999561712,0.08346708299359307,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,time_averaged_chol,572,0,0,8.599226979452907e-09,0.00489862501854077,0.044147292006528005,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,direct_splu,0,0,0,4.612129915616267e-12,0.001942292001331225,0.00010404200293123722,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,5.105965561925442e-12,0.000720292009646073,2.870798925869167e-05,4.458299372345209e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,none,7187,0,0,9.626282390477988e-09,1.2500095181167126e-07,0.3728041250142269,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,jacobi,7163,0,0,9.928928381829457e-09,6.250001024454832e-05,0.37265070801367983,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,block_jacobi,6766,0,0,7.690755412034143e-09,0.010655249992851168,0.4924948339757975,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,time_averaged_lu,776,0,0,9.858183968894082e-09,0.005393999977968633,0.11298008300946094,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,time_averaged_chol,767,0,0,9.231358091216608e-09,0.004772250016685575,0.059302874986315146,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,direct_splu,0,0,0,7.666683085936147e-12,0.0022027079830877483,9.4832998001948e-05,4.308400093577802e-05,nan
sv_sigma,0.5,5,480,2,0.5,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,7.902818921504182e-12,0.0007744999893475324,2.9624992748722434e-05,4.308400093577802e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,none,12000,12000,1,0.21046892967677003,5.830079317092896e-07,0.6218562079884578,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,jacobi,12000,12000,1,1.392073617628322e-05,5.4791977163404226e-05,0.6339068330125883,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,block_jacobi,12000,12000,1,3.349553153292087e-07,0.010987957997713238,0.8652010420046281,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,time_averaged_lu,9078,0,0,9.780396464094485e-09,0.0058423340087756515,1.379773209017003,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,time_averaged_chol,9024,0,0,9.212506400224473e-09,0.004740000003948808,0.6990802499931306,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,direct_splu,0,0,0,1.422085387513946e-11,0.002219999994849786,9.866699110716581e-05,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,1.608215660722714e-11,0.000716667011147365,2.562499139457941e-05,4.775001434609294e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,none,12000,12000,1,0.02634659853461119,6.250047590583563e-07,0.6181472500029486,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,jacobi,12000,12000,1,0.00015433388712660556,5.4249976528808475e-05,0.6259982080082409,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,block_jacobi,12000,12000,1,1.0180423655627924e-05,0.010832250001840293,0.8681935839995276,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,time_averaged_lu,6611,0,0,9.96571240271334e-09,0.005594624992227182,0.9832034580176696,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,time_averaged_chol,6448,0,0,8.451313809624906e-09,0.005041040974901989,0.5009294170013163,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,direct_splu,0,0,0,2.8386498644983135e-11,0.002146874991012737,9.845799650065601e-05,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,3.537648912841762e-11,0.0007515420147683471,3.0291994335129857e-05,4.6375003876164556e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,none,12000,12000,1,0.06781881718967185,5.00003807246685e-07,0.6128164999827277,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,jacobi,12000,12000,1,0.003442787247896026,5.991698708385229e-05,0.6235683749837335,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,block_jacobi,12000,12000,1,0.0022551489745888907,0.01070529199205339,0.8684598330000881,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,time_averaged_lu,11504,0,0,8.765812153787395e-09,0.005373749998398125,1.6780406660109293,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,time_averaged_chol,11520,0,0,8.932165050333328e-09,0.005057791975559667,0.901124833006179,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,direct_splu,0,0,0,9.270709829353267e-11,0.0020739170140586793,9.787501767277718e-05,4.9375026719644666e-05,nan
sv_sigma,0.8,5,480,2,0.8,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,7.745824069898623e-11,0.000721042015356943,2.883299021050334e-05,4.9375026719644666e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,none,12000,12000,1,8.255865228062076,3.33995558321476e-07,0.6208963330136612,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,jacobi,12000,12000,1,1.109693611629101,5.704100476577878e-05,0.6274260839854833,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,block_jacobi,12000,12000,1,1.3274864672545434,0.01065012498293072,0.8680593750032131,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,time_averaged_lu,12000,12000,1,5.954481540686272,0.005889833992114291,1.8355961249908432,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,time_averaged_chol,12000,12000,1,2.385001497745123,0.004832665988942608,0.9434197910013609,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,direct_splu,0,0,0,1.15443476622594e-09,0.002342833991860971,0.00011250001261942089,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,1.9539022505870173e-09,0.0007542499806731939,3.1917006708681583e-05,4.316697595641017e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,none,12000,12000,1,5.4188110474002205,3.7500285543501377e-07,0.6178665419865865,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,jacobi,12000,12000,1,1.114670201991049,6.237500929273665e-05,0.6293924999772571,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,block_jacobi,12000,12000,1,0.3839135014508243,0.010731332993600518,0.8706768330011982,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,time_averaged_lu,12000,12000,1,3.6299926207330846,0.00535674998536706,1.831035334005719,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,time_averaged_chol,12000,12000,1,1.426421061740681,0.0050953330064658076,0.9368604579940438,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,direct_splu,0,0,0,4.695518153805202e-10,0.002263583999592811,0.00011179200373589993,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,4.81850984051306e-10,0.0007239999831654131,3.1458010198548436e-05,4.587500006891787e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,none,12000,12000,1,12.114424851290929,5.839974619448185e-07,0.6156589999736752,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,jacobi,12000,12000,1,5.948210656814665,5.9792015235871077e-05,0.6316080840188079,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,block_jacobi,12000,12000,1,6.646937028200031,0.010663124994607642,0.8711172080074903,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,time_averaged_lu,12000,12000,1,12.359999908129828,0.006006624986184761,1.8246237499988638,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,time_averaged_chol,12000,12000,1,19.97524673418041,0.005187040980672464,0.9395598339906428,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,direct_splu,0,0,0,2.7053174001920845e-09,0.002240374975372106,0.00011337499017827213,4.745801561512053e-05,nan
sv_sigma,1.2,5,480,2,1.2,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,3.328860292384964e-09,0.0007290420180652291,2.5832996470853686e-05,4.745801561512053e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,none,1128,0,0,8.720314835868852e-09,5.00003807246685e-07,0.058117665990721434,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,jacobi,399,0,0,9.278200131062556e-09,5.458301166072488e-05,0.02116420801030472,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,block_jacobi,404,0,0,9.543466850826177e-09,0.010463707993039861,0.0295608330052346,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,time_averaged_lu,148,0,0,9.623755616500087e-09,0.005292249988997355,0.02208154200343415,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,time_averaged_chol,147,0,0,8.612243739764218e-09,0.0046714170021004975,0.011836833000415936,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,direct_splu,0,0,0,1.0997204215682185e-14,0.0016328750061802566,9.116699220612645e-05,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,0,direct_cholmod,0,0,0,1.1742693657741395e-14,0.0006612910074181855,2.7250003768131137e-05,4.949999856762588e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,none,1057,0,0,9.33889888129329e-09,4.169996827840805e-07,0.05540670899790712,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,jacobi,494,0,0,9.664304771593616e-09,4.383400664664805e-05,0.02597908300231211,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,block_jacobi,499,0,0,7.017013240751931e-09,0.010769959015306085,0.0366754170099739,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,time_averaged_lu,114,0,0,9.271821161842562e-09,0.005319834017427638,0.016534832975594327,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,time_averaged_chol,114,0,0,8.821740953391912e-09,0.004759041010402143,0.008830708015011624,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,direct_splu,0,0,0,2.239291665180782e-14,0.0015473329985979944,9.983300697058439e-05,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,1,direct_cholmod,0,0,0,2.536179586737161e-14,0.0006944579945411533,2.5874993298202753e-05,4.7582987463101745e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,none,675,0,0,8.874247784737631e-09,3.7500285543501377e-07,0.03512087499257177,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,jacobi,387,0,0,9.25394921588618e-09,4.2166997445747256e-05,0.02037500002188608,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,block_jacobi,368,0,0,8.987840548092891e-09,0.01073258399264887,0.026684291020501405,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,time_averaged_lu,135,0,0,9.258790432140291e-09,0.0053656249947380275,0.019980542012490332,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,time_averaged_chol,135,0,0,9.513624784541453e-09,0.004674750001868233,0.010757124982774258,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,direct_splu,0,0,0,1.455158693540527e-14,0.0017253340047318488,0.00010079200728796422,4.749998333863914e-05,nan
lam,100.0,5,480,2,0.3,0.95,100.0,0.9,7,direct_cholmod,0,0,0,1.9226857673104985e-14,0.0007183330017141998,2.9082992114126682e-05,4.749998333863914e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,none,2211,0,0,8.556945168507045e-09,2.500019036233425e-07,0.11576370798866265,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,jacobi,953,0,0,9.589036975747132e-09,4.0790997445583344e-05,0.049871708994032815,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,block_jacobi,952,0,0,7.558381330715466e-09,0.010769167012767866,0.06865375000052154,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,time_averaged_lu,149,0,0,7.610397762092226e-09,0.005125208001118153,0.022033374989405274,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,time_averaged_chol,148,0,0,9.665074015509143e-09,0.00462479199632071,0.011605000006966293,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,direct_splu,0,0,0,7.719965287209194e-14,0.0015882089792285115,9.00000159163028e-05,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,0,direct_cholmod,0,0,0,1.1139468874314521e-13,0.0006813750078435987,2.8000009479001164e-05,4.75000124424696e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,none,1843,0,0,9.237780937456944e-09,2.0797597244381905e-07,0.09566875000018626,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,jacobi,1346,0,0,9.81914001098619e-09,5.5665994295850396e-05,0.07062295801006258,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,block_jacobi,1358,0,0,9.752204530364903e-09,0.01076566701522097,0.09921708298497833,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,time_averaged_lu,115,0,0,9.27516997082174e-09,0.005384624993894249,0.016922750015510246,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,time_averaged_chol,115,0,0,8.580085353741993e-09,0.004614290985045955,0.009131917002378032,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,direct_splu,0,0,0,1.532591322962636e-13,0.0015691669832449406,9.891699301078916e-05,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,1,direct_cholmod,0,0,0,2.2090981324868404e-13,0.0006995000003371388,2.808301360346377e-05,4.804102354682982e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,none,1222,0,0,9.201316727241479e-09,2.92027834802866e-07,0.06393100001150742,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,jacobi,1133,0,0,9.932195641747573e-09,6.51660084258765e-05,0.05930716698640026,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,block_jacobi,1115,0,0,9.641453153576249e-09,0.010444375016959384,0.0811614999838639,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,time_averaged_lu,136,0,0,9.568576522291125e-09,0.005251791008049622,0.019847249990561977,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,time_averaged_chol,136,0,0,9.485093332971984e-09,0.004931542003760114,0.010861249989829957,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,direct_splu,0,0,0,1.207860228813283e-13,0.0017083330021705478,0.00010475001181475818,5.2624993259087205e-05,nan
lam,1000.0,5,480,2,0.3,0.95,1000.0,0.9,7,direct_cholmod,0,0,0,1.5672311217208387e-13,0.0007429170073010027,3.329198807477951e-05,5.2624993259087205e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,none,3187,0,0,9.564237089832547e-09,1.66997779160738e-07,0.16569708299357444,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,jacobi,2128,0,0,8.43175599558946e-09,5.558400880545378e-05,0.11586587497731671,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,block_jacobi,2035,0,0,9.261526146013419e-09,0.010830582992639393,0.14850066602230072,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_lu,151,0,0,7.326318795350968e-09,0.005302958015818149,0.02231141598895192,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,time_averaged_chol,150,0,0,9.34611029650272e-09,0.004603666020557284,0.011942499986616895,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,direct_splu,0,0,0,8.485091179289236e-13,0.0016055410087574273,9.799998952075839e-05,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,0,direct_cholmod,0,0,0,1.0148559588640863e-12,0.0006965420034248382,2.954198862425983e-05,4.783298936672509e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,none,2573,0,0,8.317015725993338e-09,3.7500285543501377e-07,0.13346825001644902,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,jacobi,2609,0,0,9.377345788738357e-09,5.7666999055072665e-05,0.13780070800567046,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,block_jacobi,2596,0,0,9.18760374687606e-09,0.010829500010004267,0.19068749999860302,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_lu,116,0,0,7.964553430658434e-09,0.0055341670231428,0.017400542012182996,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,time_averaged_chol,116,0,0,7.692300409613758e-09,0.0046485829807352275,0.009370209008920938,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,direct_splu,0,0,0,1.7729637275713841e-12,0.0015370839973911643,9.991700062528253e-05,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,1,direct_cholmod,0,0,0,2.2674379510735677e-12,0.0007021249912213534,2.9499991796910763e-05,4.445898230187595e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,none,1724,0,0,9.577678933268433e-09,3.7500285543501377e-07,0.08923874999163672,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,jacobi,2414,0,0,9.463054218667879e-09,4.1791005060076714e-05,0.12701754199224524,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,block_jacobi,2414,0,0,7.149109107213198e-09,0.010667874972568825,0.1764393750054296,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_lu,138,0,0,8.551437840389185e-09,0.0054728329996578395,0.020562709018122405,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,time_averaged_chol,136,0,0,9.76225087545071e-09,0.004714749986305833,0.010924208007054403,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,direct_splu,0,0,0,1.446818554653124e-12,0.0016863750061020255,0.00010299999848939478,4.6666013076901436e-05,nan
lam,10000.0,5,480,2,0.3,0.95,10000.0,0.9,7,direct_cholmod,0,0,0,1.5913211086265775e-12,0.000741249998100102,2.895799116231501e-05,4.6666013076901436e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,none,4114,0,0,8.623869479368034e-09,2.9098009690642357e-07,0.21290675000636838,4.7541019739583135e-05,nan
lam,100000.0,5,480,2,0.3,0.95,100000.0,0.9,0,jacobi,3281,0,0,8.381288621363973e-09,7.624999852851033e-05,0.17205783299868926,4.7541019739583135e-05,nan
